"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Dec 24 10:03:38 UTC 2025","Wed Dec 24 10:03:38 UTC 2025","0","tests","test_positive_cases","TestPositiveCases","","","test_page_refresh_maintains_state","Test page refresh maintains user state."
"broken","Wed Dec 24 10:04:46 UTC 2025","Wed Dec 24 10:04:46 UTC 2025","0","tests","test_users","TestUsers","","","test_users_page_refresh","Test that users page works after refresh."
"broken","Wed Dec 24 10:02:19 UTC 2025","Wed Dec 24 10:02:19 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_color_contrast","Test color contrast for readability."
"broken","Wed Dec 24 10:02:48 UTC 2025","Wed Dec 24 10:02:48 UTC 2025","0","tests","test_dashboard_elements","TestDashboardElements","","","test_active_users_metric","Test Active Users metric card."
"broken","Wed Dec 24 10:03:21 UTC 2025","Wed Dec 24 10:03:21 UTC 2025","0","tests","test_navigation","TestNavigation","","","test_back_button_after_login","Test browser back button after login."
"broken","Wed Dec 24 10:03:26 UTC 2025","Wed Dec 24 10:03:26 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_pagination_first_page_button","Test pagination first page button."
"broken","Wed Dec 24 10:04:03 UTC 2025","Wed Dec 24 10:04:03 UTC 2025","0","tests","test_security","TestSecurity","","","test_rate_limiting_on_failed_logins","Test rate limiting on multiple failed login attempts."
"broken","Wed Dec 24 10:03:28 UTC 2025","Wed Dec 24 10:03:28 UTC 2025","0","tests","test_pagination_comprehensive","TestPaginationComprehensive","","","test_pagination_page_size_change","Test changing items per page."
"broken","Wed Dec 24 10:03:41 UTC 2025","Wed Dec 24 10:03:41 UTC 2025","0","tests","test_reports","TestReports","","","test_reports_page_elements_present","Test that reports page has all expected elements."
"broken","Wed Dec 24 10:04:17 UTC 2025","Wed Dec 24 10:04:17 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_complete_task","Test marking task as complete."
"broken","Wed Dec 24 10:03:43 UTC 2025","Wed Dec 24 10:03:43 UTC 2025","0","tests","test_reports","TestReports","","","test_create_report_button_visible","Test that create report button is visible."
"broken","Wed Dec 24 10:04:47 UTC 2025","Wed Dec 24 10:04:47 UTC 2025","0","tests","test_users","TestUsers","","","test_users_direct_url_access","Test direct URL access to users page when logged in."
"broken","Wed Dec 24 10:04:53 UTC 2025","Wed Dec 24 10:04:53 UTC 2025","0","tests","test_users_crud_comprehensive","TestUsersCRUDComprehensive","","","test_search_newly_added_user","Test searching for a newly added user."
"broken","Wed Dec 24 10:02:29 UTC 2025","Wed Dec 24 10:02:29 UTC 2025","0","tests","test_branch","TestBranch","","","test_branch_page_refresh","Test that branch page works after refresh."
"broken","Wed Dec 24 10:02:32 UTC 2025","Wed Dec 24 10:02:32 UTC 2025","0","tests","test_complete_workflow","TestCompleteWorkflow","","","test_complete_branch_management_workflow","Test complete branch management workflow."
"broken","Wed Dec 24 10:02:52 UTC 2025","Wed Dec 24 10:02:52 UTC 2025","0","tests","test_dashboard_elements","TestDashboardElements","","","test_dashboard_page_structure","Test overall dashboard page structure."
"broken","Wed Dec 24 10:04:40 UTC 2025","Wed Dec 24 10:04:40 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_various_username_password_combinations[  SHASHWATRANE@CODEZYNG.COM  -  test1234  -True]","Test various combinations of username and password normalization."
"broken","Wed Dec 24 10:04:39 UTC 2025","Wed Dec 24 10:04:39 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_various_username_password_combinations[shashwatrane@codezyng.com-TEST1234-False]","Test various combinations of username and password normalization."
"broken","Wed Dec 24 10:04:17 UTC 2025","Wed Dec 24 10:04:17 UTC 2025","0","tests","test_tasks_comprehensive","TestTasksComprehensive","","","test_filter_tasks_by_status","Test filtering tasks by status."
"broken","Wed Dec 24 10:02:31 UTC 2025","Wed Dec 24 10:02:31 UTC 2025","0","tests","test_complete_workflow","TestCompleteWorkflow","","","test_full_application_navigation","Test navigating through all sections of the application."
"broken","Wed Dec 24 10:04:30 UTC 2025","Wed Dec 24 10:04:30 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_username_with_spaces_at_beginning_should_pass","Test that spaces at beginning of username are trimmed and login succeeds."
"broken","Wed Dec 24 10:03:31 UTC 2025","Wed Dec 24 10:03:31 UTC 2025","0","tests","test_performance","TestPerformance","","","test_dashboard_load_performance","Test dashboard load performance."
"broken","Wed Dec 24 10:04:44 UTC 2025","Wed Dec 24 10:04:44 UTC 2025","0","tests","test_users","TestUsers","","","test_view_user_functionality","Test viewing a user."
"broken","Wed Dec 24 10:04:30 UTC 2025","Wed Dec 24 10:04:30 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_username_with_spaces_at_end_should_pass","Test that spaces at end of username are trimmed and login succeeds."
"broken","Wed Dec 24 10:03:48 UTC 2025","Wed Dec 24 10:03:48 UTC 2025","0","tests","test_reports_comprehensive","TestReportsComprehensive","","","test_export_reports_pdf","Test exporting reports to PDF."
"broken","Wed Dec 24 10:03:58 UTC 2025","Wed Dec 24 10:03:58 UTC 2025","0","tests","test_search_comprehensive","TestSearchComprehensive","","","test_search_clear_functionality","Test clearing search results."
"broken","Wed Dec 24 10:03:00 UTC 2025","Wed Dec 24 10:03:00 UTC 2025","0","tests","test_edge_cases","TestEdgeCases","","","test_only_whitespace_input","Test input with only whitespace."
"broken","Wed Dec 24 10:04:35 UTC 2025","Wed Dec 24 10:04:35 UTC 2025","0","tests","test_username_password_normalization","TestUsernamePasswordNormalization","","","test_password_case_sensitive_uppercase_should_fail","Test that password in uppercase should fail (password is case-sensitive)."
"broken","Wed Dec 24 10:02:18 UTC 2025","Wed Dec 24 10:02:18 UTC 2025","0","tests","test_accessibility","TestAccessibility","","","test_form_labels","Test form field labels."
